Time,X_LBL_SinkMarks,X_CV_Warpage,Y_AreaCavityPressure1Dr1,Y_AreaCavityPressure1Max,Y_AreaInjectionSpeed,Y_AreaInjectionSpeedMax,Y_AreaInjectionStroke,Y_AreaMeltPressure,Y_AreaMeltPressureMax,Y_AreaPower,Y_AreaPowerMax,Y_BackPressureMax,Y_CavityPressure1Max,Y_CoolingTime,Y_CushionVolume,Y_CycleTime,Y_CylinderTemperature01,Y_CylinderTemperature02,Y_CylinderTemperature03,Y_CylinderTemperature04,Y_CylinderTemperature11,Y_EjectionTime,Y_FlangeTemperature,Y_HoldingTime,Y_InjectionPressureMax,Y_InjectionTime,Y_InjectionUnitBackwardsTime,Y_InjectionUnitForwardsTime,Y_OilTemperature,Y_PlastificationTime,Y_SchlAbb Zeit,Y_SchlAuf Zeit,Y_ToolClosingTime,Y_ToolOpeningTime,Y_ToolTemperature1,Y_ToolTemperature2,Y_TransferPressure,Y_TransferSpecificPressure1,Y_TransferStroke,Y_WaitingTime,X_SCA_PartWeight
2022-08-22 13:56:00,0,0.5,1358.0,265.0,102.9,20.8,524.6,8345.0,626.0,9.2,3865.5,163,266.0,18.0,19.75,57.65,210,216,222,220,220,2.88,50,25.0,628.0,6.54,0.84,0.15,19,11.14,0.4,0.33,1.58,1.78,36,37,617.0,266.0,20.25,0.02,110.66
2022-08-22 13:57:00,0,0.48,1353.0,264.0,102.9,20.8,524.5,8326.0,624.0,9.9,3865.5,158,265.0,18.0,19.68,57.65,210,216,222,220,220,2.9,50,25.0,627.0,6.54,0.84,0.15,19,11.19,0.4,0.33,1.58,1.78,36,37,617.0,265.0,20.25,0.02,110.65
2022-08-22 13:58:00,0,0.15,2627.0,265.0,102.9,20.8,524.5,12129.0,626.0,13.5,4295.0,314,266.0,18.01,17.35,57.65,210,215,222,220,221,2.88,50,25.0,628.0,6.54,0.84,0.15,19,11.34,0.4,0.33,1.58,1.78,37,37,618.0,266.0,20.25,0.02,112.1
2022-08-22 13:59:00,0,0.26,2627.0,265.0,102.9,20.8,524.6,12121.0,628.0,9.2,3865.5,314,267.0,18.0,17.38,57.66,210,215,222,220,221,2.89,50,25.0,628.0,6.54,0.84,0.15,19,11.31,0.4,0.33,1.58,1.78,37,37,618.0,266.0,20.25,0.02,112.11
2022-08-22 14:00:00,0,0.21,2603.0,265.0,102.9,20.8,524.5,12142.0,630.0,9.9,3865.5,315,267.0,18.0,17.47,57.65,210,215,222,220,220,2.89,50,25.0,632.0,6.54,0.83,0.15,19,11.31,0.4,0.33,1.58,1.78,37,37,622.0,266.0,20.25,0.02,112.08
2022-08-22 14:01:00,0,0.18,2630.0,265.0,102.9,20.8,524.6,12128.0,628.0,9.2,3865.5,312,267.0,18.0,17.45,57.65,210,215,222,220,220,2.88,49,25.0,629.0,6.54,0.84,0.15,19,11.32,0.4,0.33,1.58,1.78,36,37,619.0,266.0,20.25,0.01,112.13
2022-08-22 14:02:00,0,0.19,2632.0,265.0,102.9,20.8,524.5,12130.0,628.0,9.9,3865.5,307,267.0,18.0,17.41,57.66,210,215,222,220,220,2.89,49,25.0,630.0,6.54,0.84,0.15,19,11.28,0.41,0.33,1.58,1.78,36,37,620.0,266.0,20.25,0.02,112.11
2022-08-22 14:03:00,0,0.28,2627.0,265.0,102.9,20.8,524.6,12136.0,628.0,8.8,3865.5,315,267.0,18.0,17.36,57.66,210,215,222,220,220,2.88,50,25.0,629.0,6.54,0.84,0.15,19,11.29,0.4,0.33,1.58,1.78,37,37,619.0,266.0,20.25,0.02,112.1
2022-08-22 14:04:00,0,0.27,2625.0,265.0,102.9,20.8,524.6,12139.0,627.0,9.2,3865.5,313,267.0,18.0,17.35,57.64,210,215,222,220,221,2.88,50,25.0,628.0,6.54,0.84,0.15,19,11.31,0.4,0.33,1.58,1.78,37,37,618.0,266.0,20.25,0.02,112.1
2022-08-22 14:05:00,0,0.25,2627.0,264.0,102.9,20.8,524.5,12116.0,626.0,9.9,3865.5,306,266.0,18.0,17.25,57.65,210,215,222,220,221,2.88,50,25.0,627.0,6.54,0.84,0.15,19,11.36,0.4,0.33,1.58,1.78,37,37,617.0,265.0,20.25,0.02,112.11
2022-08-22 14:06:00,0,0.23,2623.0,265.0,102.9,20.8,524.6,12123.0,627.0,9.2,3865.5,310,267.0,18.0,17.33,57.64,210,215,222,220,222,2.89,50,25.0,630.0,6.54,0.83,0.15,19,11.23,0.4,0.33,1.58,1.78,37,37,619.0,266.0,20.25,0.02,112.1
2022-08-22 14:07:00,0,0.16,2620.0,266.0,102.9,20.8,524.5,12139.0,628.0,9.9,3865.5,312,267.0,18.0,17.36,57.65,210,215,222,220,222,2.88,49,25.0,631.0,6.54,0.84,0.15,19,11.22,0.4,0.33,1.58,1.78,36,37,620.0,267.0,20.25,0.01,112.1
2022-08-22 14:08:00,0,0.31,2624.0,265.0,102.9,20.8,524.5,12145.0,630.0,9.9,3865.5,309,267.0,18.0,17.34,57.64,210,215,222,220,221,2.88,49,25.0,631.0,6.54,0.84,0.15,19,11.29,0.4,0.33,1.58,1.78,37,37,620.0,266.0,20.25,0.01,112.11
2022-08-22 14:09:00,0,0.16,2622.0,265.0,102.9,20.8,524.5,12146.0,628.0,9.9,3865.5,312,266.0,18.0,17.3,57.63,210,215,222,220,221,2.87,49,25.0,628.0,6.54,0.84,0.15,19,11.38,0.4,0.33,1.58,1.78,37,37,618.0,265.0,20.25,0.02,112.1
2022-08-22 14:10:00,0,1.39,814.0,171.0,133.9,83.2,229.7,6508.0,602.0,49.8,4226.2,165,173.0,23.0,20.31,57.72,211,215,222,220,222,2.87,49,25.0,602.0,1.66,0.83,0.14,19,11.11,0.4,0.33,1.58,1.78,35,36,443.0,147.0,24.0,0.01,109.98
2022-08-22 14:11:00,0,1.41,816.0,171.0,133.8,83.2,229.7,6512.0,601.0,51.8,4295.0,167,173.0,23.0,20.36,57.74,210,215,222,220,222,2.88,50,25.0,602.0,1.66,0.83,0.14,19,11.08,0.4,0.33,1.58,1.78,36,36,444.0,148.0,24.0,0.02,109.96
2022-08-22 14:12:00,0,1.34,816.0,172.0,133.7,83.2,229.9,6515.0,602.0,52.6,4209.0,162,174.0,23.0,20.44,57.75,210,215,222,220,222,2.87,50,25.0,603.0,1.66,0.84,0.15,19,11.12,0.4,0.33,1.58,1.78,36,36,445.0,149.0,24.0,0.01,109.95
2022-08-22 14:13:00,0,1.36,810.0,171.0,133.9,83.2,229.6,6519.0,600.0,49.5,4209.0,166,173.0,23.0,20.29,57.75,210,215,222,220,221,2.88,50,25.0,601.0,1.66,0.84,0.15,19,11.15,0.4,0.33,1.58,1.78,36,36,442.0,147.0,24.0,0.01,109.96
2022-08-22 14:14:00,0,1.44,810.0,171.0,133.9,83.2,229.7,6512.0,601.0,49.6,4209.0,165,173.0,23.0,20.31,57.75,210,215,222,220,221,2.87,50,25.0,603.0,1.66,0.83,0.14,19,11.14,0.4,0.33,1.58,1.78,36,36,443.0,147.0,24.0,0.02,109.96
2022-08-22 14:15:00,0,1.42,803.0,171.0,133.8,83.2,229.8,6518.0,601.0,53.4,4295.0,159,173.0,23.0,20.39,57.76,211,215,222,220,221,2.89,49,25.0,604.0,1.66,0.84,0.14,19,11.08,0.4,0.33,1.58,1.78,36,36,444.0,148.0,24.0,0.02,109.94
2022-08-22 14:16:00,0,1.49,809.0,172.0,133.7,83.2,230.0,6518.0,601.0,50.8,4243.3,161,174.0,23.0,20.43,57.76,210,215,222,220,221,2.89,50,25.0,603.0,1.66,0.83,0.15,19,11.08,0.41,0.33,1.58,1.78,36,36,444.0,149.0,24.0,0.02,109.94
2022-08-22 14:17:00,0,1.4,805.0,171.0,133.8,83.2,229.8,6526.0,596.0,50.0,4243.3,164,173.0,23.01,20.35,57.74,210,215,222,220,220,2.89,50,25.0,603.0,1.66,0.84,0.14,19,11.1,0.41,0.33,1.58,1.78,36,36,444.0,147.0,24.0,0.01,109.96
2022-08-22 14:18:00,0,1.3,807.0,171.0,133.8,83.2,229.8,6520.0,598.0,49.2,4170.3,164,174.0,23.0,20.4,57.77,210,215,222,220,220,2.88,50,25.0,603.0,1.66,0.83,0.15,19,11.13,0.4,0.33,1.58,1.78,36,36,445.0,148.0,24.0,0.02,109.95
2022-08-22 14:19:00,0,1.4,805.0,171.0,133.8,83.2,229.7,6528.0,598.0,52.1,4295.0,162,173.0,23.0,20.39,57.75,210,215,222,220,219,2.88,50,25.0,604.0,1.66,0.83,0.15,19,11.07,0.4,0.33,1.58,1.78,36,36,444.0,147.0,24.0,0.02,109.94
2022-08-22 14:20:00,0,1.35,801.0,170.0,133.9,83.2,229.6,6516.0,601.0,49.8,4243.4,166,173.0,23.0,20.3,57.75,210,215,222,220,219,2.87,50,25.0,601.0,1.66,0.83,0.15,19,11.11,0.41,0.33,1.58,1.78,36,36,443.0,147.0,24.0,0.02,109.94
2022-08-22 14:21:00,0,1.42,804.0,171.0,133.8,83.2,229.8,6530.0,602.0,49.3,4170.3,164,174.0,23.0,20.4,57.75,210,215,222,220,220,2.88,50,25.0,605.0,1.66,0.84,0.15,19,11.05,0.4,0.33,1.58,1.78,36,36,445.0,148.0,24.0,0.01,109.93
2022-08-22 14:22:00,0,0.5,2140.0,196.0,136.3,83.2,222.2,10312.0,601.0,18.0,4269.2,307,196.0,23.0,17.51,57.76,210,215,222,220,220,2.87,50,25.0,603.0,1.66,0.83,0.15,19,11.29,0.4,0.33,1.58,1.78,36,36,445.0,147.0,24.0,0.02,111.81
2022-08-22 14:23:00,0,0.51,2142.0,198.0,136.3,83.2,222.1,10312.0,603.0,17.9,4247.7,312,198.0,23.0,17.52,57.76,210,215,222,220,221,2.89,50,25.0,603.0,1.66,0.84,0.14,19,11.28,0.4,0.33,1.58,1.78,36,36,444.0,147.0,24.0,0.02,111.82
2022-08-22 14:24:00,0,0.43,2143.0,198.0,136.2,83.2,222.3,10306.0,597.0,17.9,4295.0,310,198.0,23.0,17.58,57.77,210,215,222,220,221,2.88,50,25.0,604.0,1.66,0.84,0.15,19,11.25,0.4,0.33,1.58,1.78,36,36,445.0,148.0,24.0,0.02,111.82
2022-08-22 14:25:00,0,0.55,2136.0,197.0,136.2,83.2,222.4,10305.0,596.0,18.2,4269.2,310,197.0,23.0,17.62,57.75,210,215,222,220,221,2.89,50,25.0,606.0,1.66,0.83,0.15,19,11.16,0.4,0.33,1.58,1.78,36,36,446.0,149.0,24.0,0.02,111.79
2022-08-22 14:26:00,0,0.53,2138.0,197.0,136.2,83.2,222.3,10319.0,602.0,22.0,4269.2,320,197.0,23.0,17.54,57.76,210,215,222,220,221,2.88,50,25.0,604.0,1.66,0.84,0.15,19,11.25,0.4,0.33,1.58,1.78,36,36,446.0,147.0,24.0,0.01,111.8
2022-08-22 14:27:00,0,0.46,2142.0,197.0,136.3,83.2,222.0,10326.0,599.0,17.6,4247.7,318,197.0,23.0,17.46,57.75,210,215,222,220,221,2.87,50,25.0,602.0,1.66,0.84,0.15,19,11.28,0.41,0.33,1.58,1.78,36,36,444.0,146.0,24.0,0.01,111.81
2022-08-22 14:28:00,0,0.5,2141.0,197.0,136.3,83.2,222.1,10326.0,599.0,24.9,4295.0,309,197.0,23.0,17.45,57.74,210,215,222,220,220,2.88,50,25.0,602.0,1.66,0.83,0.14,19,11.32,0.4,0.33,1.58,1.78,36,36,443.0,146.0,24.0,0.01,111.8
2022-08-22 14:29:00,0,0.38,2140.0,197.0,136.3,83.2,222.2,10321.0,596.0,17.7,4247.7,315,197.0,23.0,17.52,57.77,210,215,222,220,220,2.88,50,25.0,601.0,1.66,0.83,0.15,19,11.33,0.4,0.33,1.58,1.78,36,36,443.0,147.0,24.0,0.02,111.79
2022-08-22 14:30:00,0,0.47,2136.0,197.0,136.3,83.2,222.2,10320.0,601.0,21.8,4230.5,311,197.0,23.0,17.5,57.75,210,215,222,220,220,2.88,50,25.0,603.0,1.66,0.84,0.14,19,11.31,0.4,0.33,1.58,1.78,36,36,444.0,147.0,24.0,0.02,111.8
2022-08-22 14:31:00,0,0.5,2137.0,197.0,136.2,83.2,222.5,10326.0,603.0,21.8,4295.0,313,197.0,23.0,17.57,57.73,210,215,222,220,221,2.88,49,25.0,604.0,1.66,0.84,0.14,19,11.25,0.4,0.33,1.58,1.78,36,36,445.0,148.0,24.0,0.02,111.79
2022-08-22 14:32:00,0,0.38,2141.0,197.0,136.2,83.2,222.3,10328.0,601.0,18.3,4269.2,303,197.0,23.0,17.55,57.74,210,215,222,220,220,2.86,49,25.0,603.0,1.66,0.83,0.14,19,11.25,0.4,0.33,1.58,1.78,36,36,447.0,148.0,24.0,0.02,111.8
2022-08-22 14:33:00,0,0.48,2144.0,198.0,136.3,83.2,222.3,10330.0,601.0,21.7,4213.3,313,198.0,23.0,17.5,57.74,210,215,222,220,220,2.87,49,25.0,603.0,1.66,0.83,0.14,19,11.35,0.4,0.33,1.58,1.78,36,36,445.0,147.0,24.0,0.02,111.78
2022-08-22 14:34:00,1,0.33,1624.0,225.0,102.9,20.8,524.6,8159.0,558.0,9.1,3865.5,162,225.0,18.0,20.07,57.61,209,216,222,220,222,2.88,50,25.0,562.0,6.48,0.82,0.15,20,10.99,0.39,0.33,1.59,1.79,84,85,550.0,225.0,21.49,0.02,110.21
2022-08-22 14:35:00,1,0.31,1618.0,225.0,102.9,20.8,524.5,8164.0,559.0,7.7,3865.5,163,225.0,18.0,19.97,57.63,209,216,222,220,222,2.89,50,25.0,561.0,6.48,0.83,0.15,20,11.01,0.39,0.33,1.59,1.8,84,85,550.0,224.0,21.49,0.02,110.21
2022-08-22 14:36:00,1,0.28,1623.0,225.0,102.9,20.8,524.6,8166.0,559.0,9.1,3865.5,160,225.0,18.0,20.08,57.61,210,216,222,220,221,2.89,49,25.0,562.0,6.48,0.83,0.15,20,11.02,0.4,0.33,1.59,1.8,84,85,551.0,225.0,21.49,0.02,110.21
2022-08-22 14:37:00,1,0.34,1621.0,225.0,102.9,20.8,524.6,8159.0,559.0,9.1,3865.5,165,225.0,18.0,20.06,57.6,209,216,222,220,221,2.89,50,25.0,561.0,6.48,0.83,0.14,20,11.0,0.4,0.33,1.59,1.79,84,85,551.0,225.0,21.49,0.02,110.22
2022-08-22 14:38:00,1,0.37,1614.0,224.0,102.9,20.8,524.6,8169.0,560.0,9.1,3865.5,165,224.0,18.0,19.96,57.61,210,216,222,220,220,2.89,50,25.0,561.0,6.48,0.83,0.15,20,11.0,0.39,0.33,1.59,1.8,84,85,550.0,224.0,21.49,0.01,110.21
2022-08-22 14:39:00,1,0.31,1570.0,224.0,102.9,20.8,524.5,8163.0,563.0,7.7,3865.5,165,224.0,18.0,20.05,57.61,210,215,222,220,220,2.89,50,25.0,565.0,6.48,0.83,0.15,20,11.04,0.39,0.33,1.59,1.79,84,85,555.0,224.0,21.49,0.02,110.2
2022-08-22 14:40:00,1,0.28,1617.0,226.0,102.9,20.8,524.6,8171.0,562.0,9.2,3865.5,159,226.0,18.0,20.13,57.62,210,215,222,220,221,2.89,50,25.0,562.0,6.48,0.83,0.14,20,10.94,0.39,0.33,1.59,1.8,84,85,552.0,225.0,21.49,0.02,110.26
2022-08-22 14:41:00,1,0.32,1611.0,225.0,102.9,20.8,524.5,8163.0,561.0,7.7,3865.5,160,225.0,18.0,20.02,57.62,210,215,222,220,221,2.89,49,25.0,561.0,6.48,0.83,0.15,20,10.95,0.39,0.33,1.59,1.79,84,85,551.0,224.0,21.49,0.02,110.23
2022-08-22 14:42:00,1,0.49,1581.0,226.0,102.9,20.8,524.6,8185.0,563.0,9.2,3865.5,160,226.0,18.0,20.15,57.62,210,215,222,220,221,2.89,49,25.0,567.0,6.48,0.82,0.14,20,10.95,0.39,0.33,1.59,1.79,84,85,556.0,225.0,21.49,0.02,110.23
2022-08-22 14:43:00,1,0.34,1613.0,225.0,102.9,20.8,524.6,8173.0,559.0,9.2,3865.5,158,225.0,18.0,20.07,57.62,210,215,222,220,221,2.89,49,25.0,562.0,6.48,0.83,0.15,20,10.99,0.4,0.33,1.59,1.79,84,85,551.0,225.0,21.49,0.02,110.24
2022-08-22 14:44:00,1,0.41,1594.0,225.0,102.9,20.8,524.5,8172.0,561.0,7.7,3865.5,160,225.0,18.0,20.06,57.61,210,215,222,220,221,2.89,49,25.0,561.0,6.48,0.83,0.14,20,11.02,0.39,0.33,1.59,1.8,84,85,551.0,224.0,21.49,0.01,110.21
2022-08-22 14:45:00,1,0.26,1613.0,226.0,102.9,20.8,524.5,8174.0,559.0,7.7,3865.5,163,226.0,18.0,20.12,57.59,210,215,222,220,220,2.89,49,25.0,562.0,6.48,0.83,0.15,20,11.02,0.4,0.33,1.59,1.8,84,85,551.0,225.0,21.49,0.02,110.21
2022-08-22 14:46:00,0,0.49,4088.0,225.0,102.9,20.8,524.6,11984.0,567.0,9.2,3865.5,312,225.0,18.0,17.55,57.53,210,216,221,220,219,2.88,50,25.0,567.0,6.48,0.75,0.15,20,11.14,0.39,0.33,1.59,1.79,84,85,555.0,225.0,21.49,0.01,111.78
2022-08-22 14:47:00,0,0.44,4017.0,225.0,102.9,20.8,524.6,11971.0,563.0,9.2,3865.5,312,225.0,18.0,17.62,57.54,210,216,222,220,219,2.88,50,25.0,564.0,6.48,0.75,0.15,20,11.15,0.39,0.33,1.59,1.8,84,85,554.0,225.0,21.49,0.02,111.73
2022-08-22 14:48:00,0,0.49,4094.0,225.0,102.9,20.8,524.6,11983.0,565.0,9.2,3865.5,309,225.0,18.0,17.62,57.53,209,216,222,220,220,2.89,50,25.0,565.0,6.48,0.75,0.15,20,11.09,0.4,0.33,1.59,1.8,84,85,554.0,225.0,21.49,0.02,111.75
2022-08-22 14:49:00,0,0.46,4114.0,224.0,102.9,20.8,524.6,11973.0,561.0,9.2,3865.5,312,224.0,18.0,17.47,57.53,210,215,222,220,220,2.88,50,25.0,562.0,6.48,0.75,0.15,20,11.16,0.39,0.33,1.59,1.8,84,85,550.0,224.0,21.49,0.02,111.75
2022-08-22 14:50:00,0,0.46,4127.0,224.0,102.9,20.8,524.5,11963.0,561.0,7.7,3865.5,312,224.0,18.0,17.47,57.54,210,215,222,220,220,2.87,50,25.0,561.0,6.48,0.75,0.15,20,11.2,0.39,0.33,1.59,1.79,84,85,550.0,223.0,21.49,0.02,111.78
2022-08-22 14:51:00,0,0.45,4119.0,224.0,102.9,20.8,524.5,11973.0,562.0,7.7,3865.5,311,224.0,18.0,17.49,57.76,210,215,222,220,220,2.88,50,25.0,562.0,6.48,0.75,0.15,20,11.16,0.39,0.33,1.59,2.02,84,85,552.0,224.0,21.49,0.02,111.78
2022-08-22 14:52:00,0,0.41,4114.0,224.0,102.9,20.8,524.5,11973.0,562.0,7.7,3865.5,309,224.0,18.0,17.48,57.55,210,215,222,220,220,2.87,49,25.0,562.0,6.48,0.75,0.15,20,11.16,0.39,0.32,1.59,1.81,84,85,551.0,224.0,21.49,0.02,111.82
2022-08-22 14:53:00,0,0.49,4112.0,224.0,102.9,20.8,524.6,11959.0,561.0,9.2,3865.5,309,224.0,18.0,17.45,57.56,210,215,222,220,220,2.88,50,25.0,562.0,6.48,0.76,0.15,20,11.16,0.38,0.32,1.59,1.81,84,85,551.0,223.0,21.49,0.02,111.78
2022-08-22 14:54:00,0,0.46,4048.0,224.0,102.9,20.8,524.5,11968.0,562.0,7.7,3865.5,309,224.0,18.0,17.45,57.55,210,215,222,220,221,2.89,50,25.0,562.0,6.48,0.75,0.15,20,11.07,0.38,0.32,1.59,1.81,84,85,551.0,223.0,21.49,0.02,111.76
2022-08-22 14:55:00,0,0.47,4117.0,224.0,102.9,20.8,524.6,11961.0,561.0,9.2,3865.5,307,224.0,18.0,17.39,57.55,210,215,222,220,221,2.88,50,25.0,562.0,6.48,0.75,0.15,20,11.11,0.39,0.32,1.59,1.81,84,85,551.0,223.0,21.49,0.02,111.77
2022-08-22 14:56:00,0,0.47,4132.0,225.0,102.9,20.8,524.5,11950.0,560.0,7.7,3865.5,314,225.0,18.0,17.57,57.56,210,215,222,220,222,2.88,50,25.0,562.0,6.48,0.75,0.15,20,11.14,0.38,0.32,1.59,1.81,84,85,552.0,224.0,21.49,0.02,111.8
2022-08-22 14:57:00,0,0.49,4131.0,225.0,102.9,20.8,524.6,11971.0,562.0,9.2,3865.5,311,225.0,18.0,17.54,57.56,210,215,222,220,222,2.89,50,25.0,563.0,6.48,0.75,0.15,20,11.07,0.39,0.32,1.59,1.81,84,85,552.0,224.0,21.49,0.02,111.77
2022-08-22 14:58:00,1,0.85,1185.0,152.0,133.0,83.2,231.9,6560.0,581.0,43.6,4191.6,161,157.0,23.0,20.37,57.74,210,215,222,220,220,2.9,50,25.0,581.0,1.65,0.75,0.14,20,10.94,0.39,0.32,1.59,1.81,83,84,422.0,129.0,24.49,0.02,109.9
2022-08-22 14:59:00,1,0.28,1178.0,149.0,133.1,83.2,231.6,6567.0,579.0,38.2,4114.5,161,156.0,23.01,20.23,57.71,210,215,222,220,220,2.89,49,25.0,579.0,1.65,0.75,0.15,20,10.91,0.39,0.32,1.59,1.81,83,84,421.0,128.0,24.49,0.01,109.89
2022-08-22 15:00:00,1,0.29,1192.0,151.0,133.0,83.2,232.0,6565.0,577.0,42.0,4148.9,165,157.0,23.0,20.37,57.74,210,215,222,220,220,2.87,50,25.0,579.0,1.65,0.75,0.14,20,11.01,0.39,0.32,1.59,1.81,83,84,421.0,129.0,24.49,0.02,109.9
2022-08-22 15:01:00,1,0.25,1179.0,150.0,133.1,83.2,231.6,6562.0,579.0,46.5,4282.0,162,156.0,23.0,20.26,57.71,210,215,222,220,221,2.9,50,25.0,581.0,1.65,0.75,0.14,20,10.97,0.38,0.32,1.59,1.81,83,84,421.0,128.0,24.49,0.01,109.9
2022-08-22 15:02:00,1,0.88,1185.0,151.0,133.1,83.2,231.7,6569.0,579.0,40.6,4148.9,161,156.0,23.0,20.29,57.71,210,215,222,220,221,2.89,50,25.0,581.0,1.65,0.75,0.14,20,10.93,0.38,0.32,1.59,1.81,83,84,421.0,128.0,24.49,0.01,109.86
2022-08-22 15:03:00,1,0.83,1190.0,150.0,133.0,83.2,232.0,6571.0,576.0,42.1,4148.9,164,157.0,23.0,20.35,57.74,210,215,222,220,221,2.89,49,25.0,580.0,1.65,0.74,0.15,20,10.99,0.38,0.32,1.59,1.81,83,84,421.0,129.0,24.49,0.02,109.87
2022-08-22 15:04:00,1,0.99,1184.0,150.0,133.2,83.2,231.4,6573.0,576.0,43.6,4282.0,161,155.0,23.0,20.19,57.72,210,215,222,220,221,2.9,50,25.0,579.0,1.65,0.75,0.15,20,10.97,0.38,0.32,1.59,1.81,83,84,420.0,127.0,24.49,0.02,109.87
2022-08-22 15:05:00,1,0.38,1184.0,149.0,133.1,83.2,231.6,6565.0,579.0,41.4,4114.5,162,156.0,23.0,20.23,57.72,210,215,222,220,221,2.89,50,25.0,579.0,1.65,0.75,0.15,20,11.0,0.38,0.32,1.59,1.81,83,84,420.0,128.0,24.49,0.01,109.84
2022-08-22 15:06:00,1,0.27,1183.0,150.0,133.0,83.2,231.9,6571.0,580.0,42.4,4148.8,161,157.0,23.0,20.32,57.73,210,215,222,220,221,2.88,50,25.0,580.0,1.65,0.75,0.14,20,10.95,0.39,0.32,1.59,1.81,83,84,422.0,128.0,24.49,0.01,109.89
2022-08-22 15:07:00,1,0.25,1178.0,151.0,133.0,83.2,231.8,6579.0,580.0,41.2,4191.6,164,157.0,23.0,20.33,57.72,210,215,222,220,220,2.9,50,25.0,583.0,1.65,0.75,0.15,20,10.93,0.39,0.32,1.59,1.81,83,84,422.0,128.0,24.49,0.02,109.86
2022-08-22 15:08:00,1,0.24,1179.0,150.0,133.1,83.2,231.5,6559.0,577.0,44.1,4282.0,164,156.0,23.0,20.23,57.74,210,215,222,220,220,2.89,50,25.0,579.0,1.65,0.75,0.15,20,10.98,0.39,0.32,1.59,1.81,83,84,420.0,127.0,24.49,0.02,109.87
2022-08-22 15:09:00,1,0.22,1172.0,150.0,133.1,83.2,231.5,6572.0,578.0,46.6,4282.0,164,155.0,23.0,20.22,57.72,210,215,222,220,220,2.89,50,25.0,581.0,1.65,0.75,0.14,20,10.91,0.39,0.32,1.59,1.81,83,84,421.0,127.0,24.49,0.02,109.86
2022-08-22 15:10:00,0,0.34,3832.0,211.0,135.6,83.2,224.0,10362.0,581.0,11.2,4213.3,314,211.0,23.0,17.53,57.72,210,215,222,220,220,2.89,49,25.0,581.0,1.65,0.75,0.14,20,11.11,0.39,0.32,1.59,1.81,83,84,422.0,128.0,24.49,0.02,111.66
2022-08-22 15:11:00,0,0.38,3830.0,211.0,135.5,83.2,224.2,10365.0,585.0,14.3,4213.3,312,211.0,23.0,17.59,57.73,210,215,222,220,220,2.89,49,25.0,585.0,1.65,0.75,0.15,20,11.11,0.39,0.32,1.59,1.81,83,84,424.0,129.0,24.49,0.02,111.64
2022-08-22 15:12:00,0,0.32,3801.0,211.0,135.7,83.2,223.9,10356.0,578.0,14.0,4191.9,309,211.0,23.0,17.51,57.75,210,215,222,220,220,2.89,50,25.0,580.0,1.65,0.75,0.15,20,11.08,0.39,0.32,1.59,1.81,83,84,420.0,127.0,24.49,0.02,111.63
2022-08-22 15:13:00,0,0.35,3825.0,211.0,135.6,83.2,223.9,10361.0,581.0,10.7,4247.7,309,211.0,23.0,17.55,57.72,210,215,222,220,220,2.89,50,25.0,581.0,1.65,0.75,0.14,20,11.08,0.39,0.32,1.59,1.81,83,84,422.0,128.0,24.49,0.02,111.62
2022-08-22 15:14:00,0,0.34,3824.0,211.0,135.6,83.2,224.0,10359.0,583.0,14.2,4230.5,313,211.0,23.0,17.52,57.73,210,215,222,220,220,2.88,50,25.0,583.0,1.65,0.75,0.15,20,11.07,0.39,0.32,1.59,1.81,83,84,422.0,128.0,24.49,0.01,111.63
2022-08-22 15:15:00,0,0.41,3764.0,211.0,135.6,83.2,223.9,10355.0,582.0,10.6,4230.5,309,211.0,23.0,17.57,57.73,210,215,222,220,220,2.89,49,25.0,582.0,1.65,0.75,0.15,20,11.07,0.39,0.32,1.59,1.81,83,84,423.0,128.0,24.49,0.02,111.6
2022-08-22 15:16:00,0,0.36,3819.0,211.0,135.5,83.2,224.1,10366.0,581.0,10.7,4247.7,312,211.0,23.0,17.6,57.73,210,215,222,220,220,2.89,50,25.0,583.0,1.65,0.75,0.15,20,11.03,0.39,0.32,1.59,1.81,83,84,423.0,129.0,24.49,0.02,111.61
2022-08-22 15:17:00,0,0.37,3828.0,211.0,135.6,83.2,223.8,10364.0,580.0,10.6,4213.3,309,211.0,23.0,17.5,57.73,210,215,222,220,220,2.89,50,25.0,580.0,1.65,0.75,0.15,20,11.09,0.38,0.32,1.59,1.81,83,84,422.0,128.0,24.49,0.02,111.6
2022-08-22 15:18:00,0,0.29,3825.0,211.0,135.7,83.2,223.9,10358.0,581.0,13.1,4213.3,307,211.0,23.0,17.48,57.72,210,215,222,220,220,2.89,50,25.0,581.0,1.65,0.75,0.14,20,11.1,0.38,0.32,1.59,1.81,83,84,422.0,128.0,24.49,0.02,111.59
2022-08-22 15:19:00,0,0.33,3814.0,211.0,135.6,83.2,224.1,10368.0,582.0,11.6,4269.1,309,211.0,23.0,17.55,57.71,210,215,222,220,220,2.88,49,25.0,583.0,1.65,0.75,0.15,20,11.02,0.38,0.32,1.59,1.81,83,84,423.0,128.0,24.49,0.02,111.59
2022-08-22 15:20:00,0,0.39,3805.0,210.0,135.5,83.2,224.3,10364.0,579.0,13.3,4247.7,313,210.0,23.0,17.61,57.74,210,215,222,220,220,2.88,50,25.0,582.0,1.65,0.75,0.15,20,11.05,0.39,0.32,1.59,1.81,83,84,423.0,129.0,24.49,0.02,111.58
