Date,print_left,pressure_right,force_left,force_right,Thermocouple_WS,heat flowsensor,way_left,way_right
2022-05-17 10:10:15,0.014078571836225877,0.05760010804051821,5.7980570793151855,23.72177505493164,219.11834716796875,224.6825408935547,26.894128799438477,22.215120315551758
2022-05-17 10:10:16,0.014408321731133194,0.08828060912104836,5.933859825134277,36.35709762573242,219.12164306640625,572.8548583984375,23.595741271972656,18.975509643554688
2022-05-17 10:10:17,0.014436460564822682,0.20755657600197444,5.945448398590088,85.47918701171875,219.1242218017578,1886.0943603515625,20.298656463623047,16.672380447387695
2022-05-17 10:10:18,0.013824139026925324,0.3042309889078767,5.693272590637207,125.29315185546875,219.12066650390625,2905.904052734375,16.979764938354492,15.783366203308105
2022-05-17 10:10:19,0.013556473335666282,0.33455044963633546,5.583038330078125,137.77978515625,219.11386108398438,3088.714599609375,13.667985916137695,15.648662567138672
2022-05-17 10:10:20,0.0568741879596518,0.3391050897389714,23.422815322875977,139.65554809570312,219.10787963867188,2903.181640625,10.512360572814941,15.673628807067871
2022-05-17 10:10:21,0.17975341221137073,0.3464908834588099,74.02885437011719,142.69728088378906,219.1055145263672,2720.232666015625,8.44510555267334,15.687914848327637
2022-05-17 10:10:22,0.2651542479602772,0.352016955342549,109.19995880126953,144.97311401367188,219.1092529296875,2591.784423828125,7.72707462310791,15.688066482543945
2022-05-17 10:10:23,0.2790697609112904,0.34487125002965,114.93086242675781,142.03025817871094,219.1130828857422,2482.7978515625,7.644099235534668,15.687885284423828
2022-05-17 10:10:24,0.2083558517980707,0.2642456170819152,85.80835723876953,108.82575225830078,219.1155548095703,2345.882080078125,7.684741020202637,15.70728874206543
2022-05-17 10:10:25,0.11165131668926076,0.14544093485164822,45.98198699951172,59.89775466918945,219.11260986328125,2159.33984375,7.717862606048584,15.744861602783203
2022-05-17 10:10:26,0.09842656735504998,0.1288589400310625,40.53556442260742,53.06869888305664,219.10572814941406,2031.4737548828125,7.723498821258545,15.762328147888184
2022-05-17 10:10:27,0.12208420465249722,0.1616048220101643,50.278621673583984,66.55461883544922,219.09437561035156,1977.4447021484375,7.719058990478516,15.761549949645996
2022-05-17 10:10:28,0.1341300661851486,0.1792366108002293,55.23953628540039,73.8160171508789,219.085205078125,1943.8477783203125,7.716861248016357,15.75861930847168
2022-05-17 10:10:29,0.13519123471341343,0.18144964792160279,55.67656326293945,74.72742462158203,219.0826416015625,1908.22900390625,7.716856002807617,15.757925987243652
2022-05-17 10:10:30,0.13445412069582688,0.18060383647132194,55.37299346923828,74.37908935546875,219.08497619628906,1872.3980712890625,7.717042446136475,15.758056640625
2022-05-17 10:10:31,0.134475091380754,0.18050668958814362,55.381629943847656,74.33908081054688,219.08554077148438,1839.31787109375,7.717031478881836,15.758056640625
2022-05-17 10:10:32,0.13479164312871542,0.18077269494580142,55.51199722290039,74.4486312866211,219.08348083496094,1809.007080078125,7.716982841491699,15.757896423339844
2022-05-17 10:10:33,0.13501504946694748,0.18086882293527745,55.60400390625,74.48822021484375,219.0840606689453,1780.59619140625,7.716989994049072,15.757699966430664
2022-05-17 10:10:34,0.13508879884565322,0.18057269537471193,55.634376525878906,74.36626434326172,219.0839385986328,1753.9935302734375,7.716977596282959,15.757497787475586
2022-05-17 10:10:35,0.13483905873655197,0.17936936338696763,55.531524658203125,73.87068939208984,219.0830841064453,1729.0787353515625,7.716922283172607,15.757255554199219
2022-05-17 10:10:36,0.1340826691026521,0.17751040108980987,55.22001647949219,73.1051025390625,219.0828094482422,1705.1754150390625,7.716827869415283,15.757068634033203
2022-05-17 10:10:37,0.13247022350542834,0.17478573112716655,54.55595397949219,71.98298645019531,219.08139038085938,1681.0634765625,7.716574668884277,15.757096290588379
2022-05-17 10:10:38,0.13062000516877023,0.17230615141327404,53.793968200683594,70.96180725097656,219.07664489746094,1656.6187744140625,7.71597146987915,15.757397651672363
2022-05-17 10:10:39,0.12853245870083876,0.16991892051948906,52.934242248535156,69.9786605834961,219.07460021972656,1632.40185546875,7.715562343597412,15.75777530670166
2022-05-17 10:10:40,0.12664085475452766,0.16773102228455208,52.15521240234375,69.07760620117188,219.0763397216797,1609.0189208984375,7.715768814086914,15.758591651916504
2022-05-17 10:10:41,0.12468705197902676,0.16513238021021198,51.35056686401367,68.00739288330078,219.08560180664062,1586.329345703125,7.71629524230957,15.759786605834961
2022-05-17 10:10:42,0.12229883924221958,0.16201595488170825,50.36701583862305,66.72393798828125,219.09017944335938,1564.0640869140625,7.716890335083008,15.760883331298828
2022-05-17 10:10:43,0.12010630967227218,0.15923189267889146,49.464054107666016,65.57736206054688,219.0874481201172,1556.839599609375,7.717369079589844,15.761985778808594
2022-05-17 10:10:44,0.11870065318326316,0.1565272671341732,48.885154724121094,64.4635009765625,219.0874481201172,1554.350341796875,7.717643737792969,15.763269424438477
2022-05-17 10:10:45,0.11790815766162213,0.15415397655876956,48.55877685546875,63.4860954284668,219.07861328125,1531.1385498046875,7.717757701873779,15.764228820800781
2022-05-17 10:10:46,0.11738104689874752,0.15200496301257996,48.34169387817383,62.60105514526367,219.06552124023438,1499.8040771484375,7.71781063079834,15.764945983886719
2022-05-17 10:10:47,0.11693879145593362,0.149844676796975,48.1595573425293,61.71137237548828,219.06103515625,1471.66259765625,7.717916011810303,15.765666961669922
2022-05-17 10:10:48,0.11652030402439313,0.1472955066432161,47.98720932006836,60.66153335571289,219.0600128173828,1451.58447265625,7.718082904815674,15.766502380371094
